207.566349	822.468500	0.000000	364.503270	-0.001874
210.526691	822.468513	0.000000	364.503265	-0.000587
213.000290	822.468545	3286.000000	364.503250	-0.001874
209.357396	822.468610	3190.000000	364.503221	-0.001874
207.968488	822.468642	3678.000000	364.503207	-0.000587
205.603623	822.468663	3984.000000	364.503198	-0.001874
205.885357	822.468712	4102.000000	364.503176	-0.001874
205.579907	822.468739	4304.000000	364.503164	-0.001874
199.402327	822.468760	4380.000000	364.503155	-0.001874
203.889838	822.468767	4326.000000	364.503152	-0.001874
208.787612	822.468758	4116.000000	364.503156	-0.000587
213.606495	822.468757	3616.000000	364.503157	-0.000587
215.167754	822.468826	2764.000000	364.503126	-0.001874
215.574151	822.468867	2886.000000	364.503108	-0.001874
211.227330	822.468910	2646.000000	364.503089	-0.001874
206.825960	822.468961	2858.000000	364.503066	-0.000587
210.502700	822.468990	3014.000000	364.503053	-0.000587
202.694153	822.469030	3122.000000	364.503035	-0.001874
200.902726	822.469067	3130.000000	364.503019	-0.000587
209.039182	822.469097	3312.000000	364.503006	-0.001874
201.033438	822.469113	3088.000000	364.502999	-0.000587
200.244274	822.469125	3032.000000	364.502993	-0.001874
204.875490	822.469127	2668.000000	364.502993	-0.001874
208.472782	822.469125	2432.000000	364.502993	-0.000587
211.480595	822.469191	1992.000000	364.502964	-0.001874
207.573341	822.469256	1636.000000	364.502935	-0.001874
202.933333	822.469313	1546.000000	364.502910	-0.001874
202.252622	822.469367	1504.000000	364.502886	-0.001874
202.388254	822.469411	1394.000000	364.502867	-0.001874
200.171820	822.469428	1258.000000	364.502859	-0.000587
200.018695	822.469455	1272.000000	364.502847	-0.001874
198.438906	822.469465	1148.000000	364.502843	-0.000587
198.007519	822.469484	1030.000000	364.502834	-0.001874
201.561431	822.469489	1036.000000	364.502832	-0.001874
203.161356	822.469514	808.000000	364.502821	-0.001874
199.211675	822.469550	836.000000	364.502805	-0.001874
197.406503	822.469610	642.000000	364.502778	-0.000587
201.432637	822.469675	612.000000	364.502750	-0.001874
199.991238	822.469718	456.000000	364.502731	-0.001874
196.653244	822.469752	418.000000	364.502716	-0.001874
199.272893	822.469769	390.000000	364.502708	-0.001874
196.758197	822.469792	276.000000	364.502698	-0.001874
200.162727	822.469803	340.000000	364.502693	-0.001874
199.626564	822.469828	258.000000	364.502682	-0.001874
200.584788	822.469848	262.000000	364.502673	-0.001874
199.910937	822.469867	286.000000	364.502664	-0.001874
197.595024	822.469913	254.000000	364.502644	-0.000587
199.816717	822.469969	198.000000	364.502619	-0.001874
194.047446	822.470013	188.000000	364.502600	-0.000587
199.360385	822.470046	162.000000	364.502585	-0.000587
196.525121	822.470054	188.000000	364.502582	-0.001874
195.786535	822.470032	192.000000	364.502591	-0.001874
201.096639	822.469988	140.000000	364.502611	-0.000587
197.736128	822.469928	188.000000	364.502638	-0.001874
197.749473	822.469886	186.000000	364.502656	-0.001874
198.723323	822.469860	194.000000	364.502668	-0.000587
202.000177	822.469840	200.000000	364.502676	-0.000587
196.872268	822.469834	236.000000	364.502679	-0.001874
202.787421	822.469810	248.000000	364.502690	-0.001874
196.117937	822.469796	260.000000	364.502696	-0.001874
200.478551	822.469770	252.000000	364.502707	-0.001874
198.361109	822.469760	316.000000	364.502712	-0.001874
199.353835	822.469722	352.000000	364.502729	-0.001874
198.007560	822.469677	446.000000	364.502749	-0.000587
203.242795	822.469608	496.000000	364.502779	-0.000587
200.951959	822.469565	658.000000	364.502798	-0.001874
201.522604	822.469544	666.000000	364.502808	-0.000587
203.529346	822.469517	824.000000	364.502820	-0.000587
197.641608	822.469507	958.000000	364.502824	-0.001874
200.900038	822.469491	844.000000	364.502831	-0.001874
201.137208	822.469478	1008.000000	364.502837	-0.001874
201.034680	822.469465	1110.000000	364.502843	-0.001874
201.321284	822.469452	1172.000000	364.502848	-0.001874
201.696724	822.469423	1232.000000	364.502861	-0.000587
201.034451	822.469391	1348.000000	364.502876	-0.000587
204.541102	822.469336	1412.000000	364.502900	-0.000587
205.471177	822.469291	1404.000000	364.502920	-0.000587
207.886619	822.469226	1486.000000	364.502949	-0.001874
208.486229	822.469154	1612.000000	364.502980	-0.001874
211.398697	822.469111	1698.000000	364.502999	-0.000587
215.250747	822.469069	1764.000000	364.503018	-0.001874
203.607873	822.469131	2012.000000	364.502991	-0.001874
199.178598	822.469123	2622.000000	364.502994	-0.001874
198.919731	822.469098	2956.000000	364.503005	-0.000587
204.714297	822.469053	3062.000000	364.503025	-0.001874
204.578167	822.469025	3276.000000	364.503038	-0.001874
207.984372	822.468967	3086.000000	364.503063	-0.000587
211.304483	822.468923	2962.000000	364.503083	-0.001874
213.226873	822.468884	2910.000000	364.503100	-0.000587
215.039103	822.468825	2712.000000	364.503126	-0.001874
219.248181	822.468775	2516.000000	364.503148	-0.000587
215.724783	822.468733	2646.000000	364.503167	-0.000587
207.240082	822.468745	2828.000000	364.503162	-0.000587
204.831765	822.468752	3722.000000	364.503159	-0.000587
204.054355	822.468738	4400.000000	364.503165	-0.000587
207.239295	822.468692	4268.000000	364.503185	-0.000587
203.813975	822.468666	4184.000000	364.503197	-0.000587
208.009540	822.468627	4018.000000	364.503214	-0.000587
212.179832	822.468572	3452.000000	364.503238	-0.001874
213.388011	822.468528	3222.000000	364.503258	-0.001874
210.756865	822.468512	3160.000000	364.503265	-0.001874
205.322522	822.468498	3662.000000	364.503271	-0.001874
203.421173	822.468481	3568.000000	364.503279	-0.001874
202.820410	822.468468	3756.000000	364.503285	-0.001874
205.987723	822.468444	3672.000000	364.503295	-0.001874
201.422943	822.468423	3476.000000	364.503304	-0.001874
209.833576	822.468403	3158.000000	364.503313	-0.000587
206.926830	822.468359	3074.000000	364.503333	-0.000587
214.036136	822.468328	2598.000000	364.503347	-0.001874
214.079690	822.468281	2154.000000	364.503367	-0.001874
215.687444	822.468258	1802.000000	364.503377	-0.001874
214.516835	822.468209	1732.000000	364.503399	-0.001874
216.125585	822.468180	1412.000000	364.503412	-0.000587
212.329562	822.468145	1390.000000	364.503428	-0.001874
208.988106	822.468125	1488.000000	364.503436	-0.000587
207.671838	822.468109	1400.000000	364.503444	-0.001874
208.756421	822.468109	1334.000000	364.503444	-0.001874
210.250265	822.468083	1228.000000	364.503455	-0.001874
210.656809	822.468050	962.000000	364.503470	-0.001874
208.704749	822.468021	802.000000	364.503482	-0.001874
210.814673	822.467999	718.000000	364.503492	-0.000587
209.228084	822.467977	526.000000	364.503502	-0.000587
212.379756	822.467934	480.000000	364.503521	-0.000587
213.578577	822.467906	478.000000	364.503533	-0.000587
211.093899	822.467895	356.000000	364.503538	-0.001874
214.824932	822.467865	382.000000	364.503552	-0.000587
212.091930	822.467848	308.000000	364.503559	-0.001874
213.197926	822.467810	270.000000	364.503576	-0.000587
211.703738	822.467803	210.000000	364.503579	-0.001874
209.612156	822.467755	206.000000	364.503601	-0.001874
210.455281	822.467707	244.000000	364.503622	-0.001874
205.651999	822.467625	240.000000	364.503658	-0.001874
208.977618	822.467596	168.000000	364.503671	-0.001874
211.193970	822.467557	146.000000	364.503688	-0.000587
211.288241	822.467533	208.000000	364.503699	-0.000587
210.812200	822.467544	174.000000	364.503694	-0.000587
206.078256	822.467579	144.000000	364.503678	-0.001874
208.649421	822.467529	126.000000	364.503701	-0.000587
213.063696	822.467473	144.000000	364.503726	-0.001874
207.811623	822.467449	148.000000	364.503736	-0.001874
206.850387	822.467414	128.000000	364.503752	-0.001874
208.222875	822.467348	160.000000	364.503781	-0.000587
207.868361	822.467309	154.000000	364.503798	-0.001874
209.739840	822.467282	130.000000	364.503810	-0.000587
211.609178	822.467234	126.000000	364.503831	-0.001874
208.295609	822.467199	130.000000	364.503847	-0.001874
211.814508	822.467157	88.000000	364.503865	-0.000587
208.839665	822.467453	136.000000	364.503735	-0.000587
199.978641	822.467472	130.000000	364.503726	-0.001874
202.775692	822.467407	122.000000	364.503755	-0.001874
197.969747	822.467501	112.000000	364.503713	-0.001874
202.209723	822.467476	184.000000	364.503724	-0.001874
207.095171	822.467422	146.000000	364.503748	-0.001874
209.847413	822.467372	190.000000	364.503770	0.000701
208.891052	822.467173	152.000000	364.503858	-0.000587
209.834901	822.467202	142.000000	364.503845	-0.000587
206.700836	822.467261	124.000000	364.503819	-0.001874
205.926627	822.467312	136.000000	364.503797	-0.000587
207.203041	822.467370	134.000000	364.503771	-0.001874
206.812800	822.467412	96.000000	364.503753	-0.001874
205.706843	822.467461	122.000000	364.503731	-0.001874
206.601569	822.467503	130.000000	364.503712	-0.000587
205.873682	822.467572	148.000000	364.503682	-0.000587
208.277845	822.467543	178.000000	364.503694	-0.001874
212.788585	822.467498	166.000000	364.503715	-0.001874
212.853117	822.467515	120.000000	364.503707	-0.001874
213.201131	822.467549	140.000000	364.503692	-0.001874
206.314471	822.467563	176.000000	364.503685	-0.001874
209.373843	822.467583	142.000000	364.503677	-0.000587
212.030024	822.467663	158.000000	364.503641	-0.000587
208.542592	822.467705	236.000000	364.503623	-0.001874
206.917267	822.467763	210.000000	364.503597	-0.001874
208.007847	822.467801	180.000000	364.503580	-0.000587
213.315701	822.467810	300.000000	364.503576	-0.001874
214.979612	822.467834	244.000000	364.503565	-0.001874
215.306532	822.467843	306.000000	364.503562	-0.001874
212.075351	822.467861	308.000000	364.503553	-0.000587
210.165757	822.467901	334.000000	364.503536	-0.000587
211.536067	822.467930	378.000000	364.503523	-0.001874
211.927027	822.467965	442.000000	364.503507	-0.001874
209.702454	822.467987	584.000000	364.503498	-0.001874
209.356769	822.468021	550.000000	364.503483	-0.001874
208.381348	822.468056	722.000000	364.503467	-0.000587
206.112592	822.468081	684.000000	364.503456	-0.001874
210.291808	822.468108	858.000000	364.503444	-0.000587
207.912056	822.468124	1046.000000	364.503437	-0.001874
211.279245	822.468113	1314.000000	364.503442	-0.001874
209.996272	822.468138	1422.000000	364.503431	-0.003162
212.231814	822.468172	1500.000000	364.503416	-0.001874
213.691641	822.468210	1528.000000	364.503399	-0.001874
214.231615	822.468249	1438.000000	364.503382	-0.001874
210.973151	822.468272	1710.000000	364.503372	-0.001874
211.630803	822.468321	1896.000000	364.503350	-0.000587
207.808769	822.468360	2182.000000	364.503333	-0.000587
206.395558	822.468379	2488.000000	364.503324	-0.001874
202.799813	822.468412	2762.000000	364.503309	-0.001874
205.347569	822.468452	3222.000000	364.503292	-0.000587
210.864261	822.468399	3382.000000	364.503315	-0.001874
203.359049	822.468504	3170.000000	364.503269	-0.001874
214.318173	822.468446	3780.000000	364.503294	-0.001874
204.871198	822.468515	3104.000000	364.503263	-0.001874
212.141145	822.468512	3670.000000	364.503265	-0.000587
213.820250	822.468571	3014.000000	364.503239	-0.000587
211.606661	822.468623	3218.000000	364.503216	-0.000587
204.735111	822.468654	3540.000000	364.503202	-0.001874
206.989581	822.468674	3864.000000	364.503193	-0.001874
204.934939	822.468739	3944.000000	364.503164	-0.000587
203.394571	822.468766	4036.000000	364.503153	-0.001874
204.795413	822.468778	4308.000000	364.503147	-0.001874
215.219162	822.468731	3802.000000	364.503168	-0.000587
214.489774	822.468803	2636.000000	364.503136	-0.001874
212.165799	822.468870	2548.000000	364.503106	-0.001874
